series_id,season_id,rider_id
AAAB,1,5083506
AAAB,1,1391588
AAAB,1,685362
AAAB,1,8073072
AAAB,1,3916112
AAAB,1,5556489
AAAB,1,3784658
AAAB,1,5364779
AAAB,1,4598636
AAAB,1,4413373
AAAB,1,6120611
AAAB,1,1240469
AAAB,1,292691
AAAB,1,5993288
AAAB,1,5067167
